FORMULARIO;CODIGO_ACCIDENTE;FECHA;CODIGO_VICTIMA;CODIGO_VEHICULO;TIPO_ACTOR;ESTADO;GENERO;EDAD;GRAVEDAD;CLASE_SINIESTRO;DIRECCION;LONGITUD;LATITUD;CODIGO_LOCALIDAD;TOTAL_HERIDOS;TOTAL_MUERTOS;MOD_VEHICULO;CLASE_VEHICULO;SERVICIO_VEHICULO;CODIGO_CAUSA
A1452;12012;12/02/2022;0;1;MOTOCICLISTA;HERIDO;MASCULINO;19;2;1;AV AVENIDA CARACAS - CL 60   02;-74.065;4.647;2;3;;2018;10;3;157
A1453;12013;12/02/2022;2;1;ACOMPANANTE;HERIDO;MASCULINO;23;2;1;AV AVENIDA CARACAS - CL 60   02;-74.065;4.647;2;3;;2018;10;3;157
A1454;12014;4/04/2022;0;1;CONDUCTOR;ILESO;FEMENINO;30;3;1;AV AVENIDA BOYACA - CL 50   02;-74.109;4.669;10;;;2017;1;3;157
A1455;12015;4/04/2022;1;2;CICLISTA;HERIDO;MASCULINO;17;2;1;KR 3 A  - CL 60 A  02;-74.058;4.644;2;1;;;13;0;122
A1456;12016;4/04/2022;1;2;CICLISTA;HERIDO;MASCULINO;17;2;1;KR 3 A  - CL 60 A  02;-74.058;4.644;2;1;;;13;0;157
A1457;12017;4/04/2022;0;1;CONDUCTOR;ILESO;MASCULINO;50;2;1;KR 3 A  - CL 60 A  02;-74.058;4.644;2;1;;2013;5;3;122
A1458;12018;4/04/2022;0;1;CONDUCTOR;ILESO;MASCULINO;50;2;1;KR 3 A  - CL 60 A  02;-74.058;4.644;2;1;;2013;5;3;157
A1459;12019;4/04/2022;1;;PEATON;HERIDO;MASCULINO;20;2;2;KR 11  - CL 72   02;-74.059;4.657;2;1;;;;;157
A1460;12020;4/04/2022;0;1;CONDUCTOR;ILESO;MASCULINO;36;2;2;KR 11  - CL 72   02;-74.059;4.657;2;1;;2021;2;2;157
A1461;12021;4/04/2022;1;2;CONDUCTOR;ILESO;MASCULINO;39;3;1;KR 86  - CL 15   02;-74.139;4.657;8;;;2009;1;1;103
A1462;12022;4/04/2022;1;2;CONDUCTOR;ILESO;MASCULINO;39;3;1;KR 86  - CL 15   02;-74.139;4.657;8;;;2009;1;1;121
A1463;12023;4/04/2022;0;1;CONDUCTOR;ILESO;MASCULINO;43;3;1;KR 86  - CL 15   02;-74.139;4.657;8;;;2016;2;2;103
A1464;12024;4/04/2022;0;1;CONDUCTOR;ILESO;MASCULINO;43;3;1;KR 86  - CL 15   02;-74.139;4.657;8;;;2016;2;2;121
A1465;12025;4/04/2022;1;2;CONDUCTOR;;;;3;1;CL 59  S- KR 87 M  02;-74.191;4.625;7;;;;0;0;103
A1466;12026;4/04/2022;0;1;CONDUCTOR;ILESO;FEMENINO;34;3;1;CL 59  S- KR 87 M  02;-74.191;4.625;7;;;1998;1;3;103
A1467;12027;4/04/2022;1;2;CONDUCTOR;ILESO;MASCULINO;21;2;1;KR 20  - CL 17  S 02;-74.101;4.586;15;1;;2015;1;3;112
A1468;12028;4/04/2022;0;1;MOTOCICLISTA;HERIDO;MASCULINO;21;2;1;KR 20  - CL 17  S 02;-74.101;4.586;15;1;;2021;10;3;112
A1469;12029;4/03/2022;2;;PEATON;HERIDO;MASCULINO;22;2;1;CL 26  - KR 50   02;-74.095;4.64;13;4;;;;;102
A1470;12030;4/03/2022;3;;PEATON;HERIDO;FEMENINO;27;2;1;CL 26  - KR 50   02;-74.095;4.64;13;4;;;;;102
A1471;12031;4/03/2022;4;;PEATON;HERIDO;FEMENINO;20;2;1;CL 26  - KR 50   02;-74.095;4.64;13;4;;;;;102
A1472;12032;4/03/2022;1;2;MOTOCICLISTA;HERIDO;MASCULINO;32;2;1;CL 26  - KR 50   02;-74.095;4.64;13;4;;2018;10;3;102
A1473;12033;4/03/2022;0;1;CONDUCTOR;ILESO;FEMENINO;62;2;1;CL 26  - KR 50   02;-74.095;4.64;13;4;;2020;1;2;102
A1474;12034;5/04/2022;1;2;CICLISTA;MUERTO;MASCULINO;22;1;1;KR 86  - CL 67   02;-74.109;4.69;10;;1;;13;0;103
A1475;12035;5/04/2022;0;1;CONDUCTOR;ILESO;MASCULINO;32;1;1;KR 86  - CL 67   02;-74.109;4.69;10;;1;2014;2;2;103
A1476;12036;4/04/2022;2;3;CONDUCTOR;ILESO;MASCULINO;55;3;1;KR 30  - CL 13   02;-74.091.429.885;461.420.824.200.002;14;;;2002;1;2;121
A1477;12037;4/04/2022;1;2;CONDUCTOR;ILESO;MASCULINO;50;3;1;KR 30  - CL 13   02;-74.091.429.885;461.420.824.200.002;14;;;1967;5;3;121
A1478;12038;4/04/2022;0;1;CONDUCTOR;ILESO;MASCULINO;31;3;1;KR 30  - CL 13   02;-74.091.429.885;461.420.824.200.002;14;;;2008;5;1;121
A1479;12039;17/03/2022;1;2;CONDUCTOR;ILESO;MASCULINO;32;3;1;CL 17  - KR 86   02;-74.136;4.659;9;;;2012;7;2;121
A1480;12040;17/03/2022;0;1;CONDUCTOR;ILESO;MASCULINO;48;3;1;CL 17  - KR 86   02;-74.136;4.659;9;;;2013;1;3;121
A1481;12041;18/03/2022;1;2;CONDUCTOR;ILESO;MASCULINO;29;3;1;KR 45  - CL 128   02;-74.053;4.712;1;;;2019;5;2;103
A1482;12042;18/03/2022;1;2;CONDUCTOR;ILESO;MASCULINO;29;3;1;KR 45  - CL 128   02;-74.053;4.712;1;;;2019;5;2;121
A1483;12043;18/03/2022;0;1;CONDUCTOR;ILESO;MASCULINO;75;3;1;KR 45  - CL 128   02;-74.053;4.712;1;;;2010;1;2;103
A1484;12044;18/03/2022;0;1;CONDUCTOR;ILESO;MASCULINO;75;3;1;KR 45  - CL 128   02;-74.053;4.712;1;;;2010;1;2;121
A1485;12045;17/03/2022;1;2;CICLISTA;HERIDO;FEMENINO;17;2;1;CL 59  - KR 82 G BIS  02;-74.185;4.617;7;1;;;13;0;157
A1486;12046;17/03/2022;1;2;CICLISTA;HERIDO;FEMENINO;17;2;1;CL 59  - KR 82 G BIS  02;-74.185;4.617;7;1;;;13;0;157
A1487;12047;17/03/2022;0;1;MOTOCICLISTA;ILESO;MASCULINO;27;2;1;CL 59  - KR 82 G BIS  02;-74.185;4.617;7;1;;;10;3;157
A1488;12048;17/03/2022;0;1;MOTOCICLISTA;ILESO;MASCULINO;27;2;1;CL 59  - KR 82 G BIS  02;-74.185;4.617;7;1;;;10;3;157
A1489;12049;26/03/2022;1;2;CONDUCTOR;ILESO;MASCULINO;54;3;1;KR 45  - CL 108   02;-74.056;4.695;1;;;2010;1;2;121
A1490;12050;26/03/2022;0;1;CONDUCTOR;ILESO;MASCULINO;54;3;1;KR 45  - CL 108   02;-74.056;4.695;1;;;2016;5;3;121
A1491;12051;27/03/2022;1;2;CONDUCTOR;ILESO;MASCULINO;30;3;1;KR 68  - CL 78   02;-74.082;4.682;12;;;1999;5;3;121
A1492;12052;27/03/2022;0;1;CONDUCTOR;ILESO;FEMENINO;30;3;1;KR 68  - CL 78   02;-74.082;4.682;12;;;2017;5;1;121
A1493;12053;26/03/2022;1;2;CONDUCTOR;ILESO;MASCULINO;45;3;1;CL 17  - KR 88   02;-74.138;4.662;9;;;2017;4;2;145
A1494;12054;26/03/2022;0;1;CONDUCTOR;ILESO;MASCULINO;37;3;1;CL 17  - KR 88   02;-74.138;4.662;9;;;;1;3;145
A1495;12055;27/03/2022;1;2;CONDUCTOR;ILESO;MASCULINO;57;3;1;AU NORTE - CL 191   02;-74.043;4.77;1;;;2010;6;3;102
A1496;12056;27/03/2022;0;1;CONDUCTOR;ILESO;MASCULINO;65;3;1;AU NORTE - CL 191   02;-74.043;4.77;1;;;2020;6;3;102
A1497;12057;27/03/2022;1;2;MOTOCICLISTA;HERIDO;MASCULINO;22;2;1;CL 102  - KR 17 A  02;-74.05;4.687;1;1;;2014;10;3;112
A1498;12058;27/03/2022;0;1;CONDUCTOR;ILESO;MASCULINO;65;2;1;CL 102  - KR 17 A  02;-74.05;4.687;1;1;;2021;5;3;112
A1499;12059;26/03/2022;2;3;CONDUCTOR;ILESO;MASCULINO;38;3;1;KR 47  - CL 134   02;-74.055;4.719;11;;;2017;1;3;157
A1500;12060;26/03/2022;1;2;CONDUCTOR;ILESO;FEMENINO;40;3;1;KR 47  - CL 134   02;-74.055;4.719;11;;;2020;1;3;157
A1501;12061;26/03/2022;0;1;CONDUCTOR;ILESO;MASCULINO;72;3;1;KR 47  - CL 134   02;-74.055;4.719;11;;;2007;6;3;157
A1502;12062;25/03/2022;1;2;CONDUCTOR;ILESO;FEMENINO;32;3;1;KR 76  - CL 65 A  02;-74.104;4.683;10;;;2012;6;3;157
A1503;12063;25/03/2022;1;2;CONDUCTOR;ILESO;FEMENINO;32;3;1;KR 76  - CL 65 A  02;-74.104;4.683;10;;;2012;6;3;157
A1504;12064;25/03/2022;0;1;CONDUCTOR;ILESO;MASCULINO;35;3;1;KR 76  - CL 65 A  02;-74.104;4.683;10;;;2009;1;3;157
A1505;12065;25/03/2022;0;1;CONDUCTOR;ILESO;MASCULINO;35;3;1;KR 76  - CL 65 A  02;-74.104;4.683;10;;;2009;1;3;157
A1506;12066;26/03/2022;2;3;CONDUCTOR;ILESO;MASCULINO;32;3;1;AV AVENIDA TRANSVERSAL DE SUBA - CL 124   02;-74.072;4.708;11;;;2021;1;3;121
A1507;12067;26/03/2022;1;2;CONDUCTOR;ILESO;MASCULINO;31;3;1;AV AVENIDA TRANSVERSAL DE SUBA - CL 124   02;-74.072;4.708;11;;;2013;1;3;121
A1508;12068;26/03/2022;0;1;CONDUCTOR;ILESO;MASCULINO;31;3;1;AV AVENIDA TRANSVERSAL DE SUBA - CL 124   02;-74.072;4.708;11;;;2015;4;2;121
A1509;12069;26/03/2022;2;3;CONDUCTOR;ILESO;MASCULINO;51;3;1;KR 28  - CL 1 C  02;-74.102;4.598;14;;;2020;5;2;121
A1510;12070;26/03/2022;1;2;CONDUCTOR;ILESO;MASCULINO;19;3;1;KR 28  - CL 1 C  02;-74.102;4.598;14;;;2017;1;3;121
A1511;12071;26/03/2022;0;1;CONDUCTOR;ILESO;MASCULINO;44;3;1;KR 28  - CL 1 C  02;-74.102;4.598;14;;;2014;1;3;121
A1512;12072;28/03/2022;1;;PEATON;HERIDO;FEMENINO;48;2;2;CL 19  - KR 6   02;-74.071;4.605;3;1;;;;;157
A1513;12073;28/03/2022;0;1;CONDUCTOR;ILESO;MASCULINO;34;2;2;CL 19  - KR 6   02;-74.071;4.605;3;1;;2015;2;2;157
A1514;12074;28/03/2022;1;2;CONDUCTOR;ILESO;MASCULINO;30;3;1;KR 6 B  - CL 32 A  02;-74.067.255.392;461.886.314.200.001;3;;;2016;5;2;134
A1515;12075;28/03/2022;0;1;CONDUCTOR;ILESO;MASCULINO;40;3;1;KR 6 B  - CL 32 A  02;-74.067.255.392;461.886.314.200.001;3;;;2019;4;2;134
A1516;12076;28/03/2022;1;2;CONDUCTOR;;;;2;1;CL 234  - KR 104   02;-74.074;4.819;11;1;;;0;0;157
A1517;12077;28/03/2022;0;1;MOTOCICLISTA;HERIDO;FEMENINO;31;2;1;CL 234  - KR 104   02;-74.074;4.819;11;1;;2021;10;3;157
A1518;12078;27/03/2022;0;1;CONDUCTOR;ILESO;MASCULINO;53;2;4;AV AVENIDA DE LAS AMERICAS - KR 33   02;-74.087;4.626;13;1;;2020;2;2;506
A1519;12079;27/03/2022;1;1;PASAJERO;HERIDO;FEMENINO;69;2;4;AV AVENIDA DE LAS AMERICAS - KR 33   02;-74.087;4.626;13;1;;2020;2;2;506
A1520;12080;26/03/2022;1;2;CONDUCTOR;ILESO;MASCULINO;44;3;1;KR 4 D  - CL 37  S 02;-74.092;4.554;4;;;2012;2;2;157
A1521;12081;26/03/2022;0;1;CONDUCTOR;ILESO;MASCULINO;52;3;1;KR 4 D  - CL 37  S 02;-74.092;4.554;4;;;2003;1;3;157
A1522;12082;26/03/2022;1;2;CONDUCTOR;ILESO;MASCULINO;54;3;1;CL 26  - KR 60   02;-74.099;4.648;13;;;2011;1;3;121
A1523;12083;26/03/2022;0;1;CONDUCTOR;ILESO;MASCULINO;39;3;1;CL 26  - KR 60   02;-74.099;4.648;13;;;2020;5;3;121
A1524;12084;29/03/2022;1;2;CONDUCTOR;ILESO;MASCULINO;54;3;1;CL 76  - KR 7   02;-74.053;4.659;2;;;2021;2;2;157
A1525;12085;29/03/2022;1;2;CONDUCTOR;ILESO;MASCULINO;54;3;1;CL 76  - KR 7   02;-74.053;4.659;2;;;2021;2;2;157
A1526;12086;29/03/2022;0;1;CONDUCTOR;ILESO;FEMENINO;20;3;1;CL 76  - KR 7   02;-74.053;4.659;2;;;2016;1;3;157
A1527;12087;29/03/2022;0;1;CONDUCTOR;ILESO;FEMENINO;20;3;1;CL 76  - KR 7   02;-74.053;4.659;2;;;2016;1;3;157
A1528;12088;29/03/2022;1;2;CONDUCTOR;ILESO;MASCULINO;23;3;1;CL 25 F  - KR 85 B  02;-74.12;4.674;9;;;2013;6;3;157
A1529;12089;29/03/2022;1;2;CONDUCTOR;ILESO;MASCULINO;23;3;1;CL 25 F  - KR 85 B  02;-74.12;4.674;9;;;2013;6;3;157
A1530;12090;29/03/2022;0;1;CONDUCTOR;ILESO;MASCULINO;46;3;1;CL 25 F  - KR 85 B  02;-74.12;4.674;9;;;2008;4;2;157
A1531;12091;29/03/2022;0;1;CONDUCTOR;ILESO;MASCULINO;46;3;1;CL 25 F  - KR 85 B  02;-74.12;4.674;9;;;2008;4;2;157
A1532;12092;28/03/2022;1;;PEATON;HERIDO;MASCULINO;85;2;2;CL 49  S- KR 87 K  02;-74.178.140.767;463.091.273.399.999;8;1;;;;;157
A1533;12093;28/03/2022;0;1;CICLISTA;ILESO;MASCULINO;39;2;2;CL 49  S- KR 87 K  02;-74.178.140.767;463.091.273.399.999;8;1;;;13;0;157
A1534;12094;29/03/2022;1;2;CONDUCTOR;ILESO;MASCULINO;32;3;1;KR 7  - CL 41   02;-74.065;4.629;2;;;2013;1;3;103
A1535;12095;29/03/2022;0;1;CONDUCTOR;ILESO;MASCULINO;36;3;1;KR 7  - CL 41   02;-74.065;4.629;2;;;2012;2;2;103
A1536;12096;28/03/2022;1;2;MOTOCICLISTA;ILESO;MASCULINO;40;3;1;KR 72  - CL 77   02;-74.091.351.207;469.262.092.000.002;10;;;2013;10;3;106
A1537;12097;28/03/2022;0;1;CONDUCTOR;ILESO;MASCULINO;28;3;1;KR 72  - CL 77   02;-74.091.351.207;469.262.092.000.002;10;;;;5;3;106
A1538;12098;28/03/2022;1;2;CONDUCTOR;ILESO;MASCULINO;39;3;1;KR 80  - CL 59  S 02;-74.181;4.608;7;;;1976;1;3;157
A1539;12099;28/03/2022;1;2;CONDUCTOR;ILESO;MASCULINO;39;3;1;KR 80  - CL 59  S 02;-74.181;4.608;7;;;1976;1;3;157
A1540;12100;28/03/2022;0;1;CONDUCTOR;ILESO;MASCULINO;33;3;1;KR 80  - CL 59  S 02;-74.181;4.608;7;;;2016;5;2;157
A1541;12101;28/03/2022;0;1;CONDUCTOR;ILESO;MASCULINO;33;3;1;KR 80  - CL 59  S 02;-74.181;4.608;7;;;2016;5;2;157
A1542;12102;28/03/2022;1;2;CONDUCTOR;ILESO;MASCULINO;46;3;1;KR 64 A  - CL 4 G  02;-74.12;4.625;16;;;2016;1;3;112
A1543;12103;28/03/2022;0;1;CONDUCTOR;ILESO;MASCULINO;23;3;1;KR 64 A  - CL 4 G  02;-74.12;4.625;16;;;2011;1;3;112
A1544;12104;28/03/2022;1;2;CONDUCTOR;ILESO;MASCULINO;32;3;1;CL 6  - KR 33   02;-74.102;4.609;16;;;2014;1;3;121
A1545;12105;28/03/2022;0;1;CONDUCTOR;ILESO;MASCULINO;22;3;1;CL 6  - KR 33   02;-74.102;4.609;16;;;2013;5;2;121
A1546;12106;28/03/2022;1;2;CONDUCTOR;ILESO;MASCULINO;21;3;1;CL 22 A  S- KR 5 A  02;-74.091;4.572;4;;;2020;1;2;121
A1547;12107;28/03/2022;0;1;MOTOCICLISTA;ILESO;FEMENINO;29;3;1;CL 22 A  S- KR 5 A  02;-74.091;4.572;4;;;2019;10;3;121
A1548;12108;29/03/2022;1;2;CONDUCTOR;ILESO;MASCULINO;66;3;1;CL 187 A  - KR 7 A  02;-74.028;4.764;1;;;1998;6;3;132
A1549;12109;29/03/2022;1;2;CONDUCTOR;ILESO;MASCULINO;66;3;1;CL 187 A  - KR 7 A  02;-74.028;4.764;1;;;1998;6;3;157
A1550;12110;29/03/2022;0;1;CONDUCTOR;ILESO;MASCULINO;19;3;1;CL 187 A  - KR 7 A  02;-74.028;4.764;1;;;2015;5;3;132
A1551;12111;29/03/2022;0;1;CONDUCTOR;ILESO;MASCULINO;19;3;1;CL 187 A  - KR 7 A  02;-74.028;4.764;1;;;2015;5;3;157
A1552;12112;28/03/2022;1;2;MOTOCICLISTA;ILESO;FEMENINO;30;3;1;TV 42  - CL 59 B  02;-74.152;4.574;19;;;;10;3;139
A1553;12113;28/03/2022;0;1;CONDUCTOR;ILESO;FEMENINO;55;3;1;TV 42  - CL 59 B  02;-74.152;4.574;19;;;2018;5;3;139
A1554;12114;28/03/2022;1;2;CONDUCTOR;ILESO;MASCULINO;45;3;1;KR 70 B  - AC 3   02;-74.132;4.625;8;;;2009;1;3;157
A1555;12115;28/03/2022;0;1;CONDUCTOR;ILESO;MASCULINO;22;3;1;KR 70 B  - AC 3   02;-74.132;4.625;8;;;2021;5;2;157
A1556;12116;28/03/2022;1;;PEATON;HERIDO;MASCULINO;13;2;2;CL 43 B  S- KR 3 C  E 02;-74.094;4.547;4;1;;;;;123
A1557;12117;28/03/2022;0;1;CONDUCTOR;ILESO;MASCULINO;51;2;2;CL 43 B  S- KR 3 C  E 02;-74.094;4.547;4;1;;2008;4;3;123
A1558;12118;29/03/2022;0;1;CONDUCTOR;ILESO;MASCULINO;53;2;4;CL 170  - KR 69   02;-74.064;4.759;11;3;;2015;2;2;302
A1559;12119;29/03/2022;1;1;PASAJERO;HERIDO;MASCULINO;55;2;4;CL 170  - KR 69   02;-74.064;4.759;11;3;;2015;2;2;302
A1560;12120;29/03/2022;2;1;PASAJERO;HERIDO;FEMENINO;0;2;4;CL 170  - KR 69   02;-74.064;4.759;11;3;;2015;2;2;302
A1561;12121;29/03/2022;3;1;PASAJERO;HERIDO;FEMENINO;22;2;4;CL 170  - KR 69   02;-74.064;4.759;11;3;;2015;2;2;302
A1562;12122;28/03/2022;0;1;CONDUCTOR;ILESO;FEMENINO;61;2;4;KR 27  - CL 38 A  S 02;-74.123;4.589;16;1;;2020;2;2;506
A1563;12123;28/03/2022;1;1;PASAJERO;HERIDO;MASCULINO;36;2;4;KR 27  - CL 38 A  S 02;-74.123;4.589;16;1;;2020;2;2;506
A1564;12124;28/03/2022;1;;PEATON;HERIDO;FEMENINO;53;2;2;CL 134  - KR 54   02;-74.06;4.721;11;2;;;;;98
A1565;12125;28/03/2022;0;1;MOTOCICLISTA;HERIDO;MASCULINO;30;2;2;CL 134  - KR 54   02;-74.06;4.721;11;2;;2021;10;3;98
A1566;12126;30/03/2022;0;1;CONDUCTOR;ILESO;MASCULINO;59;2;4;KR 14  - CL 65 C  S 02;-74.12;4.534;5;1;;2014;2;2;506
A1567;12127;30/03/2022;1;1;PASAJERO;HERIDO;FEMENINO;65;2;4;KR 14  - CL 65 C  S 02;-74.12;4.534;5;1;;2014;2;2;506
A1568;12128;28/03/2022;1;2;CONDUCTOR;ILESO;MASCULINO;53;3;1;CL 53  S- KR 10 A  02;-74.124;4.558;6;;;2014;2;2;122
A1569;12129;28/03/2022;0;1;CONDUCTOR;ILESO;MASCULINO;43;3;1;CL 53  S- KR 10 A  02;-74.124;4.558;6;;;2008;5;3;122
A1570;12130;31/03/2022;1;2;MOTOCICLISTA;ILESO;MASCULINO;36;2;1;AK 30  - CL 57 A  02;-74.078;4.647;13;1;;2020;10;3;121
A1571;12131;31/03/2022;0;1;MOTOCICLISTA;ILESO;MASCULINO;48;2;1;AK 30  - CL 57 A  02;-74.078;4.647;13;1;;2018;10;3;121
A1572;12132;31/03/2022;2;1;ACOMPANANTE;HERIDO;FEMENINO;35;2;1;AK 30  - CL 57 A  02;-74.078;4.647;13;1;;2018;10;3;121
A1573;12133;29/03/2022;1;2;CONDUCTOR;ILESO;MASCULINO;50;3;1;AC 6  - KR 68   02;-74.122;4.629;16;;;1988;5;3;121
A1574;12134;29/03/2022;1;2;CONDUCTOR;ILESO;MASCULINO;50;3;1;AC 6  - KR 68   02;-74.122;4.629;16;;;1988;5;3;139
A1575;12135;29/03/2022;0;1;CONDUCTOR;ILESO;MASCULINO;27;3;1;AC 6  - KR 68   02;-74.122;4.629;16;;;2020;1;3;121
A1576;12136;29/03/2022;0;1;CONDUCTOR;ILESO;MASCULINO;27;3;1;AC 6  - KR 68   02;-74.122;4.629;16;;;2020;1;3;139
A1577;12137;28/03/2022;1;2;CONDUCTOR;ILESO;MASCULINO;63;3;1;KR 19  - CL 12   02;-74.085.316.268;460.604.001.199.999;14;;;2021;1;3;103
A1578;12138;28/03/2022;0;1;CONDUCTOR;ILESO;MASCULINO;35;3;1;KR 19  - CL 12   02;-74.085.316.268;460.604.001.199.999;14;;;2015;1;2;103
A1579;12139;30/03/2022;1;2;MOTOCICLISTA;HERIDO;MASCULINO;18;2;1;KR 78 A  - CL 71 C  S 02;-74.195.805.409;460.251.231.900.003;7;3;;2021;10;3;112
A1580;12140;30/03/2022;1;2;MOTOCICLISTA;HERIDO;MASCULINO;18;2;1;KR 78 A  - CL 71 C  S 02;-74.195.805.409;460.251.231.900.003;7;3;;2021;10;3;157
A1581;12141;30/03/2022;0;1;CONDUCTOR;HERIDO;MASCULINO;28;2;1;KR 78 A  - CL 71 C  S 02;-74.195.805.409;460.251.231.900.003;7;3;;2011;1;2;112
A1582;12142;30/03/2022;2;1;ACOMPANANTE;HERIDO;FEMENINO;21;2;1;KR 78 A  - CL 71 C  S 02;-74.195.805.409;460.251.231.900.003;7;3;;2011;1;2;112
A1583;12143;30/03/2022;0;1;CONDUCTOR;HERIDO;MASCULINO;28;2;1;KR 78 A  - CL 71 C  S 02;-74.195.805.409;460.251.231.900.003;7;3;;2011;1;2;157
A1584;12144;30/03/2022;2;1;ACOMPANANTE;HERIDO;FEMENINO;21;2;1;KR 78 A  - CL 71 C  S 02;-74.195.805.409;460.251.231.900.003;7;3;;2011;1;2;157
A1585;12145;28/03/2022;1;2;MOTOCICLISTA;HERIDO;MASCULINO;47;2;1;TV 76  - CL 130   02;-74.074.443.506;472.308.711.699.998;11;1;;2012;10;3;121
A1586;12146;28/03/2022;0;1;CONDUCTOR;ILESO;MASCULINO;53;2;1;TV 76  - CL 130   02;-74.074.443.506;472.308.711.699.998;11;1;;2014;1;3;121
A1587;12147;30/03/2022;1;2;CONDUCTOR;ILESO;FEMENINO;38;3;1;KR 45  - CL 187   02;-74.043.966.075;476.260.129.799.999;1;;;2019;1;3;103
A1588;12148;30/03/2022;0;1;CONDUCTOR;ILESO;MASCULINO;42;3;1;KR 45  - CL 187   02;-74.043.966.075;476.260.129.799.999;1;;;1995;8;2;103
A1589;12149;30/03/2022;1;2;CONDUCTOR;;;;2;1;AV AVENIDA BOYACA - CL 8   02;-74.137;4.637;8;1;;;0;0;157
A1590;12150;30/03/2022;0;1;CICLISTA;HERIDO;FEMENINO;26;2;1;AV AVENIDA BOYACA - CL 8   02;-74.137;4.637;8;1;;;13;0;157
A1591;12151;30/03/2022;1;2;MOTOCICLISTA;HERIDO;MASCULINO;38;2;1;KR 1  - CL 26   02;-74.065;4.606;3;4;;2013;10;3;121
A1592;12152;30/03/2022;2;2;ACOMPANANTE;HERIDO;MASCULINO;21;2;1;KR 1  - CL 26   02;-74.065;4.606;3;4;;2013;10;3;121
A1593;12153;30/03/2022;0;1;MOTOCICLISTA;HERIDO;FEMENINO;30;2;1;KR 1  - CL 26   02;-74.065;4.606;3;4;;2020;10;3;121
A1594;12154;30/03/2022;3;1;ACOMPANANTE;HERIDO;MASCULINO;21;2;1;KR 1  - CL 26   02;-74.065;4.606;3;4;;2020;10;3;121
A1595;12155;31/03/2022;1;2;CONDUCTOR;ILESO;MASCULINO;47;3;1;CL 94  - KR 9   02;-74.044;4.676;2;;;2016;1;2;103
A1596;12156;31/03/2022;0;1;CONDUCTOR;ILESO;MASCULINO;32;3;1;CL 94  - KR 9   02;-74.044;4.676;2;;;2001;4;2;103
A1597;12157;31/03/2022;1;2;CONDUCTOR;;;;3;1;CL 169  - KR 54 D  02;-74.055;4.752;11;;;;0;0;157
A1598;12158;31/03/2022;1;2;CONDUCTOR;;;;3;1;CL 169  - KR 54 D  02;-74.055;4.752;11;;;;0;0;157
A1599;12159;31/03/2022;0;1;CONDUCTOR;;;;3;1;CL 169  - KR 54 D  02;-74.055;4.752;11;;;;1;3;157
A1600;12160;31/03/2022;0;1;CONDUCTOR;;;;3;1;CL 169  - KR 54 D  02;-74.055;4.752;11;;;;1;3;157
A1601;12161;31/03/2022;1;2;CONDUCTOR;ILESO;MASCULINO;45;3;1;CL 100  - KR 19   02;-74.052;4.686;2;;;2017;5;3;121
A1602;12162;31/03/2022;0;1;CONDUCTOR;ILESO;FEMENINO;29;3;1;CL 100  - KR 19   02;-74.052;4.686;2;;;2014;1;3;121
A1603;12163;31/03/2022;0;1;CONDUCTOR;ILESO;MASCULINO;22;3;1;CL 52 A  S- KR 1  E 02;-74.11;4.541;18;;;1978;5;3;157
A1604;12164;1/04/2022;1;;PEATON;HERIDO;FEMENINO;67;2;2;AV AVENIDA CARACAS - CL 11  S 02;-74.095;4.586;15;1;;;;;157
A1605;12165;1/04/2022;0;1;CONDUCTOR;ILESO;MASCULINO;58;2;2;AV AVENIDA CARACAS - CL 11  S 02;-74.095;4.586;15;1;;2021;1;2;157
A1606;12166;31/03/2022;1;2;CONDUCTOR;ILESO;MASCULINO;38;3;1;AV AVENIDA BOYACA - CL 80   02;-74.089;4.696;10;;;2021;5;3;121
A1607;12167;31/03/2022;0;1;CONDUCTOR;ILESO;MASCULINO;52;3;1;AV AVENIDA BOYACA - CL 80   02;-74.089;4.696;10;;;2012;9;2;121
A1608;12168;3/04/2022;0;1;MOTOCICLISTA;HERIDO;MASCULINO;23;2;1;KR 30  - CL 18   02;-74.089;4.617;14;1;;;10;3;157
A1609;12169;1/04/2022;0;1;CONDUCTOR;ILESO;MASCULINO;53;2;4;KR 67  - CL 60 B  S 02;-74.158;4.592;19;1;;2014;2;2;157
A1610;12170;1/04/2022;1;1;PASAJERO;HERIDO;MASCULINO;5;2;4;KR 67  - CL 60 B  S 02;-74.158;4.592;19;1;;2014;2;2;157
A1611;12171;3/04/2022;1;2;CONDUCTOR;HERIDO;MASCULINO;23;2;1;CL 63  - KR 70   02;-74.101;4.671;10;3;;2011;1;3;122
A1612;12172;3/04/2022;0;1;CONDUCTOR;HERIDO;MASCULINO;24;2;1;CL 63  - KR 70   02;-74.101;4.671;10;3;;2009;1;2;122
A1613;12173;3/04/2022;2;1;ACOMPANANTE;HERIDO;FEMENINO;24;2;1;CL 63  - KR 70   02;-74.101;4.671;10;3;;2009;1;2;122
A1614;12174;1/04/2022;0;1;CONDUCTOR;ILESO;MASCULINO;31;2;4;KR 68 C  - CL 75   02;-74.084;4.682;10;1;;2014;2;2;506
A1615;12175;1/04/2022;1;1;PASAJERO;HERIDO;FEMENINO;51;2;4;KR 68 C  - CL 75   02;-74.084;4.682;10;1;;2014;2;2;506
A1616;12176;3/04/2022;1;2;MOTOCICLISTA;HERIDO;FEMENINO;26;2;1;CL 71  S- KR 80 I  02;-74.194;4.606;7;3;;2020;10;3;112
